src,dst,kind,source,detail
GGP,IPV4,proto_ref,defining RFC references,derived
GRE,AX-25,proto_ref,defining RFC references,derived
GRE,ENCAP,proto_ref,defining RFC references,derived
GRE,ESP,proto_ref,defining RFC references,derived
GRE,ICMP,proto_ref,defining RFC references,derived
GRE,IDPR,proto_ref,defining RFC references,derived
GRE,IPV4,proto_ref,defining RFC references,derived
GRE,IPV6,proto_ref,defining RFC references,derived
GRE,MOBILITY-HEADER,proto_ref,defining RFC references,derived
GRE,MPLS-IN-IP,proto_ref,defining RFC references,derived
HIP,ICMP,proto_ref,defining RFC references,derived
HIP,IPV6,proto_ref,defining RFC references,derived
HIP,SHIM6,proto_ref,defining RFC references,derived
HIP,UDP,proto_ref,defining RFC references,derived
HMP,BBN-RCC-MON,proto_ref,defining RFC references,derived
HMP,BR-SAT-MON,proto_ref,defining RFC references,derived
HMP,DGP,proto_ref,defining RFC references,derived
HMP,IPCV,proto_ref,defining RFC references,derived
HMP,IPPC,proto_ref,defining RFC references,derived
HMP,ISO-IP,proto_ref,defining RFC references,derived
HMP,SAT-MON,proto_ref,defining RFC references,derived
HMP,WB-MON,proto_ref,defining RFC references,derived
I-NLSP,IDPR-CMTP,proto_ref,defining RFC references,derived
I-NLSP,IPV4,proto_ref,defining RFC references,derived
I-NLSP,TLSP,proto_ref,defining RFC references,derived
I-NLSP,UDP,proto_ref,defining RFC references,derived
ICMP,IPV4,proto_ref,defining RFC references,derived
IDPR,IPV4,proto_ref,defining RFC references,derived
IDPR,OSPFIGP,proto_ref,defining RFC references,derived
IDPR-CMTP,I-NLSP,proto_ref,defining RFC references,derived
IDPR-CMTP,IGMP,proto_ref,defining RFC references,derived
IDPR-CMTP,TLSP,proto_ref,defining RFC references,derived
IDPR-CMTP,UDP,proto_ref,defining RFC references,derived
IFMP,ICMP,proto_ref,defining RFC references,derived
IFMP,IPV6,proto_ref,defining RFC references,derived
IPCOMP,IPV4,proto_ref,defining RFC references,derived
IPCV,IPPC,proto_ref,defining RFC references,derived
IPCV,ISO-IP,proto_ref,defining RFC references,derived
IPPC,IPCV,proto_ref,defining RFC references,derived
IPPC,ISO-IP,proto_ref,defining RFC references,derived
IRTP,NETBLT,proto_ref,defining RFC references,derived
IRTP,VMTP,proto_ref,defining RFC references,derived
ISO-IP,ICMP,proto_ref,defining RFC references,derived
ISO-IP,IPCV,proto_ref,defining RFC references,derived
ISO-IP,IPPC,proto_ref,defining RFC references,derived
ISO-IP,IPV4,proto_ref,defining RFC references,derived
ISO-IP,UDP,proto_ref,defining RFC references,derived
ISO-IP,VISA,proto_ref,defining RFC references,derived
ISO-TP4,LARP,proto_ref,defining RFC references,derived
ISO-TP4,MERIT-INP,proto_ref,defining RFC references,derived
ISO-TP4,MFE-NSP,proto_ref,defining RFC references,derived
ISO-TP4,SPRITE-RPC,proto_ref,defining RFC references,derived
LARP,ISO-TP4,proto_ref,defining RFC references,derived
LARP,MERIT-INP,proto_ref,defining RFC references,derived
LARP,MFE-NSP,proto_ref,defining RFC references,derived
LARP,SPRITE-RPC,proto_ref,defining RFC references,derived
MANET,AH,proto_ref,defining RFC references,derived
MANET,ESP,proto_ref,defining RFC references,derived
MANET,OSPFIGP,proto_ref,defining RFC references,derived
MERIT-INP,IPV4,proto_ref,defining RFC references,derived
MERIT-INP,ISO-TP4,proto_ref,defining RFC references,derived
MERIT-INP,LARP,proto_ref,defining RFC references,derived
MERIT-INP,MFE-NSP,proto_ref,defining RFC references,derived
MERIT-INP,NVP-II,proto_ref,defining RFC references,derived
MERIT-INP,RVD,proto_ref,defining RFC references,derived
MERIT-INP,SPRITE-RPC,proto_ref,defining RFC references,derived
MERIT-INP,SRP,proto_ref,defining RFC references,derived
MFE-NSP,ISO-TP4,proto_ref,defining RFC references,derived
MFE-NSP,LARP,proto_ref,defining RFC references,derived
MFE-NSP,MERIT-INP,proto_ref,defining RFC references,derived
MFE-NSP,SPRITE-RPC,proto_ref,defining RFC references,derived
MICP,IPV4,proto_ref,defining RFC references,derived
MICP,IRTP,proto_ref,defining RFC references,derived
MICP,MOBILITY-HEADER,proto_ref,defining RFC references,derived
MICP,RSVP,proto_ref,defining RFC references,derived
MICP,SCTP,proto_ref,defining RFC references,derived
MICP,UDP,proto_ref,defining RFC references,derived
MIN-IPV4,IPV4,proto_ref,defining RFC references,derived
MIN-IPV4,MOBILITY-HEADER,proto_ref,defining RFC references,derived
MOBILITY-HEADER,IGMP,proto_ref,defining RFC references,derived
MOBILITY-HEADER,IPV4,proto_ref,defining RFC references,derived
MOBILITY-HEADER,IPV6,proto_ref,defining RFC references,derived
MOBILITY-HEADER,MIN-IPV4,proto_ref,defining RFC references,derived
MOBILITY-HEADER,UDP,proto_ref,defining RFC references,derived
MPLS-IN-IP,GRE,proto_ref,defining RFC references,derived
MPLS-IN-IP,ICMP,proto_ref,defining RFC references,derived
MPLS-IN-IP,IPV4,proto_ref,defining RFC references,derived
MPLS-IN-IP,IPV6,proto_ref,defining RFC references,derived
MUX,ICMP,proto_ref,defining RFC references,derived
MUX,IPV4,proto_ref,defining RFC references,derived
MUX,L2TP,proto_ref,defining RFC references,derived
MUX,ROHC,proto_ref,defining RFC references,derived
MUX,UDP,proto_ref,defining RFC references,derived
NETBLT,IL,proto_ref,defining RFC references,derived
NETBLT,ISO-IP,proto_ref,defining RFC references,derived
NETBLT,UDP,proto_ref,defining RFC references,derived
NETBLT,VISA,proto_ref,defining RFC references,derived
NSH,IPV6,proto_ref,defining RFC references,derived
NVP-II,MERIT-INP,proto_ref,defining RFC references,derived
NVP-II,RVD,proto_ref,defining RFC references,derived
NVP-II,SM,proto_ref,defining RFC references,derived
OSPFIGP,AH,proto_ref,defining RFC references,derived
OSPFIGP,ESP,proto_ref,defining RFC references,derived
OSPFIGP,IDPR,proto_ref,defining RFC references,derived
OSPFIGP,IGMP,proto_ref,defining RFC references,derived
OSPFIGP,IPV4,proto_ref,defining RFC references,derived
PGM,IGMP,proto_ref,defining RFC references,derived
PIM,IGMP,proto_ref,defining RFC references,derived
PRM,DCN-MEAS,proto_ref,defining RFC references,derived
PVP,GRE,proto_ref,defining RFC references,derived
PVP,OSPFIGP,proto_ref,defining RFC references,derived
PVP,RSVP,proto_ref,defining RFC references,derived
PVP,RSVP-E2E-IGNORE,proto_ref,defining RFC references,derived
RDP,IPV4,proto_ref,defining RFC references,derived
ROHC,AH,proto_ref,defining RFC references,derived
ROHC,ESP,proto_ref,defining RFC references,derived
ROHC,GRE,proto_ref,defining RFC references,derived
ROHC,IPCOMP,proto_ref,defining RFC references,derived
ROHC,MIN-IPV4,proto_ref,defining RFC references,derived
ROHC,UDP,proto_ref,defining RFC references,derived
RSVP,ICMP,proto_ref,defining RFC references,derived
RSVP,IPV6,proto_ref,defining RFC references,derived
RSVP,RSVP-E2E-IGNORE,proto_ref,defining RFC references,derived
RSVP-E2E-IGNORE,IPV4,proto_ref,defining RFC references,derived
RSVP-E2E-IGNORE,RSVP,proto_ref,defining RFC references,derived
RVD,MERIT-INP,proto_ref,defining RFC references,derived
RVD,NVP-II,proto_ref,defining RFC references,derived
SAT-MON,BBN-RCC-MON,proto_ref,defining RFC references,derived
SAT-MON,BR-SAT-MON,proto_ref,defining RFC references,derived
SAT-MON,DGP,proto_ref,defining RFC references,derived
SAT-MON,HMP,proto_ref,defining RFC references,derived
SAT-MON,IPCV,proto_ref,defining RFC references,derived
SAT-MON,IPPC,proto_ref,defining RFC references,derived
SAT-MON,ISO-IP,proto_ref,defining RFC references,derived
SAT-MON,WB-MON,proto_ref,defining RFC references,derived
SCC-SP,ROHC,proto_ref,defining RFC references,derived
SCC-SP,UDP,proto_ref,defining RFC references,derived
SCTP,UDP,proto_ref,defining RFC references,derived
SDRP,IPV4,proto_ref,defining RFC references,derived
SHIM6,HIP,proto_ref,defining RFC references,derived
SM,ESP,proto_ref,defining RFC references,derived
SM,IPV6,proto_ref,defining RFC references,derived
SM,SCTP,proto_ref,defining RFC references,derived
SM,UDP,proto_ref,defining RFC references,derived
SPRITE-RPC,ISO-TP4,proto_ref,defining RFC references,derived
SPRITE-RPC,LARP,proto_ref,defining RFC references,derived
SPRITE-RPC,MERIT-INP,proto_ref,defining RFC references,derived
SPRITE-RPC,MFE-NSP,proto_ref,defining RFC references,derived
SPRITE-RPC,SRP,proto_ref,defining RFC references,derived
ST,IGMP,proto_ref,defining RFC references,derived
ST,IPV4,proto_ref,defining RFC references,derived
TCP,IPV4,proto_ref,defining RFC references,derived
TCP,IPV6,proto_ref,defining RFC references,derived
TCP,IRTP,proto_ref,defining RFC references,derived
TLSP,I-NLSP,proto_ref,defining RFC references,derived
TLSP,IDPR-CMTP,proto_ref,defining RFC references,derived
TP,I-NLSP,proto_ref,defining RFC references,derived
TP,IDPR-CMTP,proto_ref,defining RFC references,derived
TP,ROHC,proto_ref,defining RFC references,derived
TP,SRP,proto_ref,defining RFC references,derived
TP,UDP,proto_ref,defining RFC references,derived
TP,UDPLITE,proto_ref,defining RFC references,derived
TP,WB-EXPAK,proto_ref,defining RFC references,derived
UDP,GRE,proto_ref,defining RFC references,derived
UDP,IDPR-CMTP,proto_ref,defining RFC references,derived
UDP,IPV4,proto_ref,defining RFC references,derived
UDP,MIN-IPV4,proto_ref,defining RFC references,derived
UDP,ROHC,proto_ref,defining RFC references,derived
UDPLITE,IPV4,proto_ref,defining RFC references,derived
UDPLITE,UDP,proto_ref,defining RFC references,derived
VISA,ISO-IP,proto_ref,defining RFC references,derived
VMTP,IRTP,proto_ref,defining RFC references,derived
VMTP,NETBLT,proto_ref,defining RFC references,derived
VRRP,IPV6,proto_ref,defining RFC references,derived
VRRP,OSPFIGP,proto_ref,defining RFC references,derived
WB-EXPAK,UDPLITE,proto_ref,defining RFC references,derived
WB-MON,BBN-RCC-MON,proto_ref,defining RFC references,derived
WB-MON,BR-SAT-MON,proto_ref,defining RFC references,derived
WB-MON,DGP,proto_ref,defining RFC references,derived
WB-MON,HMP,proto_ref,defining RFC references,derived
WB-MON,IPCV,proto_ref,defining RFC references,derived
WB-MON,IPPC,proto_ref,defining RFC references,derived
WB-MON,ISO-IP,proto_ref,defining RFC references,derived
WB-MON,SAT-MON,proto_ref,defining RFC references,derived
WESP,AH,proto_ref,defining RFC references,derived
WESP,ESP,proto_ref,defining RFC references,derived
WSN,SM,proto_ref,defining RFC references,derived
XNET,ESP,proto_ref,defining RFC references,derived
XNET,MOBILITY-HEADER,proto_ref,defining RFC references,derived
XNET,OSPFIGP,proto_ref,defining RFC references,derived
XNET,RDP,proto_ref,defining RFC references,derived
IPV4,ICMP,proto_ref,defining RFC references,derived
IPV6,AH,proto_ref,defining RFC references,derived
IPV6,ESP,proto_ref,defining RFC references,derived
IPV6,ICMP,proto_ref,defining RFC references,derived
IPV6,IDPR-CMTP,proto_ref,defining RFC references,derived
IPV6,IGMP,proto_ref,defining RFC references,derived
IPV6,IL,proto_ref,defining RFC references,derived
IPV6,IPV4,proto_ref,defining RFC references,derived
IPV6,RSVP,proto_ref,defining RFC references,derived
IPV6,UDP,proto_ref,defining RFC references,derived
